edge_id	executable	legacy_source	kind	legacy_targets	legacy_continuation	operation	native_function	native_test_or_fixture	status	prerequisites
edge-1056	yt.exe	YT:16F2	gosub	YT:0317	YT:16F7	3F:58 GOSUB	src/yt_session.c::{command_shell,display_sector,display_sector_one,session_0317,session_031f,session_0357}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::yt_present_sound_toggle	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation,test_sound_toggle}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact whole-string X/S/empty routing and empty Display framing are mapped; add injected A41C/FIELD/cache/input/carrier/physical endpoint and failure-prefix fixtures
edge-1057	yt.exe	YT:16F7	jump	YT:161D		e923ff jmp 0x161d	src/yt_session.c::{command_shell,display_sector,display_sector_one,session_0317,session_031f,session_0357}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::yt_present_sound_toggle	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation,test_sound_toggle}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact whole-string X/S/empty routing and empty Display framing are mapped; add injected A41C/FIELD/cache/input/carrier/physical endpoint and failure-prefix fixtures
edge-1058	yt.exe	YT:1713	on-goto	YT:1593,YT:2059,YT:2078,YT:292A,YT:2341,YT:8443,YT:1CFD,YT:3515,YT:1ADF,YT:660D,YT:1AD6,YT:55D6,YT:1EC3,YT:270C,YT:2728,YT:286C	YT:1737	3F:5E ON_GOTO	src/yt_session.c::{command_shell,command_fighters,reload_player,session_02db,session_02fc,session_031f,session_036f,session_sound}; src/yt_game.c::{yt_game_read_sector,yt_game_write_sector,yt_game_read_player,yt_game_write_player}	tests/test_presentation.c::test_main_fighters_presentation; tests/test_qb.c; tests/test_input_model.c; tests/test_sound.c	candidate	all main ON-GOTO targets have native command-shell owners and the F target is pinned through a canonical joined cycle; add exact joined fixtures for remaining targets plus raw shell/FIELD/endpoints and failures
edge-1059	yt.exe	YT:1740	conditional	YT:1745	YT:1742	7403 jz 0x1745	src/yt_session.c::{command_shell,registration,reload_player,session_031f,session_0357}; src/yt_game.c::yt_main_shell_dispatch	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::test_main_shell_front_presentation; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	first-byte V comparison, shared title handoff and fresh-prompt return are mapped; add injected caller frame/state, title terminal branches and failure-prefix fixtures
edge-1060	yt.exe	YT:1742	jump	YT:1757		e91200 jmp 0x1757	src/yt_session.c::{command_shell,registration,reload_player,session_031f,session_0357}; src/yt_game.c::yt_main_shell_dispatch	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::test_main_shell_front_presentation; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	first-byte V comparison, shared title handoff and fresh-prompt return are mapped; add injected caller frame/state, title terminal branches and failure-prefix fixtures
edge-1061	yt.exe	YT:174C	native-call	YT-SUB:13D0	YT:1751	9ad013420f call 0xf42:0x13d0	src/yt_session.c::{command_shell,registration}	tests/test_presentation.c::{test_direct_output,test_formatting_wrappers}; tests/test_input_model.c::test_timed_wait	candidate	main V reuses the same eleven-row title/registration owner without the startup-only caller blank and returns after successful branch wait; add exact one-byte V discriminator/caller-state/composed output and terminal/failure fixtures
edge-1062	yt.exe	YT:1754	jump	YT:1659		e902ff jmp 0x1659	src/yt_session.c::{command_shell,registration,reload_player,session_031f,session_0357}; src/yt_game.c::yt_main_shell_dispatch	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::test_main_shell_front_presentation; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	first-byte V comparison, shared title handoff and fresh-prompt return are mapped; add injected caller frame/state, title terminal branches and failure-prefix fixtures
edge-1063	yt.exe	YT:1760	conditional	YT:1765	YT:1762	7403 jz 0x1765	src/yt_session.c::{command_shell,show_ship,reload_player,session_031f,session_0357}; src/yt_game.c::yt_main_shell_dispatch	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::test_main_shell_front_presentation; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	first-byte I comparison, sole Info hydration owner and fresh-prompt return are mapped; add exact Info caller-state/output and failure-prefix fixture
edge-1064	yt.exe	YT:1762	jump	YT:1773		e90e00 jmp 0x1773	src/yt_session.c::{command_shell,show_ship,reload_player,session_031f,session_0357}; src/yt_game.c::yt_main_shell_dispatch	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::test_main_shell_front_presentation; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	first-byte I comparison, sole Info hydration owner and fresh-prompt return are mapped; add exact Info caller-state/output and failure-prefix fixture
edge-1065	yt.exe	YT:1768	native-call	YT-SUB2:0FD8	YT:176D	9ad80f791e call 0x1e79:0xfd8	src/yt_session.c::show_ship; src/yt_game.c::yt_info_panel_run	tests/test_score.c::check_info_panel_transaction; tests/test_presentation.c::test_info_panel_presentation	candidate	exact caller dispatch owner and bounded Info transaction are pinned; add caller-specific raw FIELD/cache/state/effect/failure composition, return continuation and physical endpoint proof
edge-1066	yt.exe	YT:1770	jump	YT:1659		e9e6fe jmp 0x1659	src/yt_session.c::{command_shell,show_ship,reload_player,session_031f,session_0357}; src/yt_game.c::yt_main_shell_dispatch	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::test_main_shell_front_presentation; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	first-byte I comparison, sole Info hydration owner and fresh-prompt return are mapped; add exact Info caller-state/output and failure-prefix fixture
edge-1067	yt.exe	YT:177C	conditional	YT:1781	YT:177E	7403 jz 0x1781	src/yt_session.c::{command_shell,instruction_offer,display_game_file,session_02fc,session_0345}; src/yt_game.c::yt_main_shell_dispatch; src/yt_input_model.c::yt_input_yes_no_candidate	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_branch_presentation,test_new_player_admission_presentation}; tests/test_input_model.c::test_yes_no_candidate; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	first-byte Z heading and shared instruction-question handoff/default return are mapped; add accepted viewer, endpoints, carried queue and failure-prefix fixtures
edge-1068	yt.exe	YT:177E	jump	YT:1797		e91600 jmp 0x1797	src/yt_session.c::{command_shell,instruction_offer,display_game_file,session_02fc,session_0345}; src/yt_game.c::yt_main_shell_dispatch; src/yt_input_model.c::yt_input_yes_no_candidate	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_branch_presentation,test_new_player_admission_presentation}; tests/test_input_model.c::test_yes_no_candidate; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	first-byte Z heading and shared instruction-question handoff/default return are mapped; add accepted viewer, endpoints, carried queue and failure-prefix fixtures
edge-1069	yt.exe	YT:178A	gosub	YT:02FC	YT:178F	3F:58 GOSUB	src/yt_session.c::{command_shell,instruction_offer,display_game_file,session_02fc,session_0345}; src/yt_game.c::yt_main_shell_dispatch; src/yt_input_model.c::yt_input_yes_no_candidate	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_branch_presentation,test_new_player_admission_presentation}; tests/test_input_model.c::test_yes_no_candidate; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	first-byte Z heading and shared instruction-question handoff/default return are mapped; add accepted viewer, endpoints, carried queue and failure-prefix fixtures
edge-1070	yt.exe	YT:178F	gosub	YT:2F83	YT:1794	3F:58 GOSUB	src/yt_session.c::{command_shell,instruction_offer,display_game_file,session_02fc,session_0345}; src/yt_text.c::{yt_file_viewer_entry,yt_file_viewer_stream_run}; src/yt_pager.c::yt_paged_row_run; src/yt_game.c::yt_main_shell_dispatch; src/yt_input_model.c::yt_input_yes_no_candidate	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_branch_presentation,test_new_player_admission_presentation,test_instruction_physical_viewer_join}; tests/test_input_model.c::test_yes_no_candidate; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	first-byte Z heading and shared instruction-question handoff/default return are mapped; accepted foreground-two physical instruction viewer pins all 542 rows, 23 prompts, remote/local state and cleanup; add preceding shell/question-to-viewer composition, endpoints, carried queue and failure-prefix fixtures
edge-1071	yt.exe	YT:1794	jump	YT:1659		e9c2fe jmp 0x1659	src/yt_session.c::{command_shell,instruction_offer,display_game_file,session_02fc,session_0345}; src/yt_game.c::yt_main_shell_dispatch; src/yt_input_model.c::yt_input_yes_no_candidate	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_branch_presentation,test_new_player_admission_presentation}; tests/test_input_model.c::test_yes_no_candidate; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	first-byte Z heading and shared instruction-question handoff/default return are mapped; add accepted viewer, endpoints, carried queue and failure-prefix fixtures
edge-1072	yt.exe	YT:17A0	conditional	YT:17A5	YT:17A2	7503 jnz 0x17a5	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1073	yt.exe	YT:17A2	jump	YT:17B6		e91100 jmp 0x17b6	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1074	yt.exe	YT:17AE	gosub	YT:02DB	YT:17B3	3F:58 GOSUB	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1075	yt.exe	YT:17B3	jump	YT:1659		e9a3fe jmp 0x1659	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1076	yt.exe	YT:17C8	gosub	YT:0317	YT:17CD	3F:58 GOSUB	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1077	yt.exe	YT:17CD	gosub	YT:02BF	YT:17D2	3F:58 GOSUB	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1078	yt.exe	YT:17EF	native-call	YT-SUB:1C05	YT:17F4	9a051c420f call 0xf42:0x1c05	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1079	yt.exe	YT:1807	native-call	YT-SUB:1B9C	YT:180C	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1080	yt.exe	YT:182C	native-call	YT-SUB:1C05	YT:1831	9a051c420f call 0xf42:0x1c05	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1081	yt.exe	YT:1844	native-call	YT-SUB:1B9C	YT:1849	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1082	yt.exe	YT:1869	native-call	YT-SUB:1C05	YT:186E	9a051c420f call 0xf42:0x1c05	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1083	yt.exe	YT:1881	native-call	YT-SUB:1B9C	YT:1886	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1084	yt.exe	YT:18A6	native-call	YT-SUB:1C05	YT:18AB	9a051c420f call 0xf42:0x1c05	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1085	yt.exe	YT:18BE	native-call	YT-SUB:1B9C	YT:18C3	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1086	yt.exe	YT:18E3	native-call	YT-SUB:1C05	YT:18E8	9a051c420f call 0xf42:0x1c05	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1087	yt.exe	YT:18FB	native-call	YT-SUB:1B9C	YT:1900	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1088	yt.exe	YT:1920	native-call	YT-SUB:1C05	YT:1925	9a051c420f call 0xf42:0x1c05	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1089	yt.exe	YT:1938	native-call	YT-SUB:1B9C	YT:193D	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1090	yt.exe	YT:195D	native-call	YT-SUB:1C05	YT:1962	9a051c420f call 0xf42:0x1c05	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1091	yt.exe	YT:1975	native-call	YT-SUB:1B9C	YT:197A	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1092	yt.exe	YT:199A	native-call	YT-SUB:1C05	YT:199F	9a051c420f call 0xf42:0x1c05	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1093	yt.exe	YT:19B2	native-call	YT-SUB:1B9C	YT:19B7	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1094	yt.exe	YT:19D7	native-call	YT-SUB:1C05	YT:19DC	9a051c420f call 0xf42:0x1c05	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1095	yt.exe	YT:19EF	native-call	YT-SUB:1B9C	YT:19F4	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1096	yt.exe	YT:1A14	native-call	YT-SUB:1C05	YT:1A19	9a051c420f call 0xf42:0x1c05	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
edge-1097	yt.exe	YT:1A2C	native-call	YT-SUB:1B9C	YT:1A31	9a9c1b420f call 0xf42:0x1b9c	src/yt_session.c::{command_shell,show_help,reload_player,session_02bf,session_02fc,session_0317,session_02db,session_031f,session_0357,session_present_text}; src/yt_game.c::yt_main_shell_dispatch; src/yt_presentation.c::{yt_present_line,yt_present_paged_text,yt_present_paged_finish}	tests/test_score.c::check_hostile_menu_front; tests/test_presentation.c::{test_main_shell_front_presentation,test_main_shell_branch_presentation}; upstream tests/test_ytmain_shell_output.py (19 cases)	candidate	exact first-byte help/invalid discrimination, eleven fixed-width direct rows, seven narrative rows and fresh reprompt are mapped; add local/corrupt modes, carrier cuts, asynchronous pager and physical failure-prefix fixtures
